#TYPE Selected.Microsoft.ActiveDirectory.Management.ADUser
"SamAccountName","passwordlastset","passwordneverexpires"
"frota.belem","17/01/2017 12:55:24","True"
"frota.betim","17/01/2017 10:59:41","False"
"frota.canoas","17/01/2017 10:27:52","False"
"frota.caxias","17/01/2017 10:50:19","False"
"frota.cpogde","17/01/2017 10:45:49","True"
"frota.fortaleza","04/09/2017 14:35:37","True"
"frota.jequie","17/01/2017 14:01:28","True"
"frota.londrina","17/01/2017 12:10:09","True"
"frota.natal","04/09/2017 14:46:56","True"
"frota.paulinia","17/01/2017 10:35:16","False"
"frota.recife","17/01/2017 12:59:07","True"
"frota.ribeiraopreto","17/01/2017 12:32:39","True"
"frota.serra","17/01/2017 13:01:17","True"
"frota.uberlandia","04/09/2017 13:27:31","True"
"frrodrigues","18/03/2019 13:29:15","False"
"frsoliveira","29/02/2020 14:21:11","False"
"fsaguiar","28/02/2020 14:38:17","False"
"fsantoro","17/04/2017 15:06:46","False"
"FSantos","10/02/2020 10:22:08","False"
"FSilva","13/02/2020 05:43:56","False"
"fsiqueira","10/02/2020 12:33:55","False"
"fslopes","27/02/2020 08:31:44","False"
"fsoares","24/02/2020 06:26:10","False"
"fsoliveira","19/03/2020 16:36:24","False"
"fsousa","11/11/2019 11:21:48","False"
"fsrabelo","19/05/2014 08:17:55","False"
"fssantiago","17/02/2020 07:44:53","False"
"fvale","22/11/2018 14:27:55","False"
"fventura","30/05/2019 14:09:35","False"
"gabriel.maion","16/03/2020 07:53:22","False"
"gabriel.quintella","27/02/2020 08:27:19","False"
"gabriel.r.silva",,"False"
"gabriel.romero","17/02/2020 09:18:00","False"
"gabriel.silva","28/02/2020 08:27:16","False"
"gabriela.barreto","12/02/2020 16:55:00","False"
"gabriela.costa","12/03/2020 09:15:21","False"
"gacosta","23/03/2020 13:52:08","False"
"gafernandes","24/02/2020 09:18:37","False"
"gaffonso","27/02/2020 09:07:46","False"
"gagostineli","13/03/2020 17:27:48","False"
"gagostineli1",,"False"
"galcantara","18/03/2020 09:27:15","False"
"galmeida","20/02/2020 07:24:11","False"
"GAlves","12/08/2015 10:58:47","False"
"gandrade","21/01/2019 07:58:34","False"
"gasampaio","23/03/2020 12:14:39","False"
"gaslp","17/02/2011 10:30:19","True"
"gbarbieri","04/12/2018 09:32:06","False"
"gbarone","06/03/2020 09:56:08","False"
"gbarros",,"False"
"gbbrito","12/09/2019 10:53:53","False"
"gbezerra","19/03/2020 09:48:58","False"
"gboliveira","12/02/2020 09:32:45","False"
"gbragagnollo","17/03/2020 12:21:22","False"
"gcabral","06/01/2020 09:11:25","False"
"gcandeias","09/03/2020 07:29:27","False"
"gcardoso","26/07/2019 12:48:03","False"
"gcasilva","01/08/2019 08:33:00","False"
"gcastro","17/02/2020 08:59:39","False"
"gchossani","11/03/2020 08:55:06","False"
"gchsouza","27/02/2020 07:12:17","False"
"gcoelho","10/02/2020 10:08:51","False"
"gcorrea","17/01/2020 07:22:44","False"
"gcosta","18/03/2020 17:57:29","False"
"gcsilva","07/11/2019 08:43:06","False"
"gcssilva","19/03/2020 12:21:56","False"
"gdcosta","17/04/2018 14:09:39","False"
"gdsilva","31/01/2020 15:24:05","False"
"gealmeida",,"False"
"gedeilson.nascimento",,"False"
"geduardo","10/02/2020 07:30:46","False"
"geisilva","16/03/2020 08:31:17","False"
"ger_vasilhame","02/02/2011 15:04:45","True"
"gercli","05/06/2008 09:25:24","False"
"GERIP","16/04/2009 11:58:22","False"
"germud","17/05/2010 12:59:45","False"
"gerson.alves","12/02/2020 11:30:53","False"
"gescoopsuperparceiro","27/07/2011 10:05:21","True"
"gesilva",,"False"
"gest_corp_vip","04/03/2011 09:21:08","True"
"gestaodecontratos_sf","06/08/2012 08:25:39","True"
"gestaodepoliticas","14/08/2018 10:52:44","True"
"gestaoidentidade","30/04/2019 09:18:24","True"
"gestaopredial","12/07/2018 15:00:27","True"
"gfasilva","02/01/2020 13:01:51","False"
"gfernandes","13/02/2020 07:18:51","False"
"gferraz","19/03/2020 09:20:33","False"
"gfigueiredo","21/03/2020 07:27:32","False"
"gflausino","09/03/2020 06:58:02","False"
"gfnascimento","16/01/2020 13:24:23","False"
"gfpinto","20/02/2020 08:23:48","False"
"Gfrade","23/03/2020 14:54:00","False"
"gfsilva","27/02/2020 08:31:57","False"
"gfsoares","03/02/2020 08:50:14","False"
"gfukuya","09/03/2020 13:15:18","False"
"gglima","12/02/2020 15:25:24","False"
"ggois","17/02/2020 08:06:40","False"
"ggomes","27/02/2020 08:36:23","False"
"ggouvea","01/02/2019 12:20:58","False"
"gguedes","10/02/2020 08:09:20","False"
"ggurgel","18/01/2019 14:14:28","False"
"ghamann","23/03/2020 15:00:29","False"
"gholiveira","10/03/2020 08:21:57","False"
"giaraujo","27/02/2020 09:20:12","False"
"gilmar.argolo",,"False"
"gilmsilva","21/02/2020 07:30:04","False"
"gilpsilva","27/02/2020 12:54:51","False"
"gilvan.fernandes",,"False"
"giovanna.siqueira","12/03/2020 11:21:47","False"
"giovannia.alcantara","17/02/2020 11:41:34","False"
"gipereira","15/05/2018 09:03:32","False"
"gisele.silva","05/03/2020 07:16:18","False"
"gisilva","22/03/2019 18:25:35","False"
"gislene.agostinho","06/03/2020 09:28:56","False"
"gjcosta","27/08/2019 15:07:54","False"
"gjcsilva","14/02/2020 08:45:34","False"
"gjoca","23/05/2019 15:28:03","False"
"gjpsilva","23/03/2020 11:02:31","False"
"GJSilva",,"False"
"gkartalian","02/03/2020 08:42:36","False"
"gleffa","26/02/2020 20:47:45","False"
"gleydson.galdino",,"False"
"glopes","09/03/2020 09:05:05","False"
"glsilva","16/03/2020 06:54:03","False"
"gmaciel","02/03/2020 11:27:36","False"
"gmatias",,"False"
"gmeira","16/03/2020 09:23:12","False"
"GMello","26/02/2020 06:59:39","False"
"gmpereira","23/03/2020 15:28:25","False"
"gmsilva","18/03/2020 17:41:47","False"
"gncosta","05/03/2020 11:12:38","False"
"gnoliveira","19/08/2019 07:55:52","False"
"gnsantos","02/03/2020 08:28:45","False"
"GOIANIA_20ANDAR","05/03/2018 09:50:22","True"
"GOliveira","17/03/2020 13:49:24","False"
"GoodAdmin","23/07/2009 15:32:17","False"
"gosantos","06/09/2018 07:54:20","False"
"gpereira","17/02/2020 08:07:23","False"
"gpimentel","19/03/2020 14:08:55","False"
"gpinto","06/02/2018 10:16:46","False"
"gpoliveira","28/02/2020 11:50:58","False"
"gprabelo","10/02/2020 08:46:52","False"
"gpsilva","17/03/2020 17:08:23","False"
"gqbezerra","28/02/2020 07:46:31","False"
"gqueiroz","13/05/2019 08:02:53","False"
"Granel.instind","13/03/2008 17:25:14","True"
"grasielle.silva","26/02/2020 11:20:21","False"
"graziele.altenhofen","12/02/2020 17:44:37","False"
"grcosta","10/12/2018 07:03:10","False"
"grferreira","24/02/2020 09:22:29","False"
"gribeiro","19/03/2020 16:38:54","False"
"grocha","16/03/2020 10:14:20","False"
"grodrigues","01/09/2018 12:07:18","False"
"groliveira","20/02/2020 07:35:27","False"
"gromao","02/10/2013 09:13:20","False"
"gsantana","10/03/2020 18:46:12","False"
"gsantos","20/02/2020 13:42:36","False"
"gsilva","19/03/2020 07:13:48","False"
"gsilveira",,"False"
"gsimas","17/03/2020 19:35:34","False"
"gsiqueira","30/09/2019 08:56:21","False"
"gslima","10/02/2020 07:35:39","False"
"gsoliveira","17/03/2020 08:33:05","False"
"gsouza","13/03/2020 07:54:42","False"
"gssantana","21/02/2020 13:02:23","False"
"gstahl","24/03/2019 12:47:40","False"
"gstepanski","13/09/2019 09:53:17","False"
"gstringhi","09/03/2020 07:45:18","False"
"gtasca","18/02/2020 05:36:12","False"
"gtsilva","06/03/2020 07:37:31","False"
"Guest","16/12/2004 10:41:51","False"
"guilherme.avoli",,"False"
"guilherme.fachetti","02/03/2020 07:59:00","False"
"guilherme.machado",,"False"
"guilherme.moreira","20/02/2020 10:43:07","False"
"guilherme.oliveira",,"False"
"guilherme.santos","21/01/2020 07:39:51","False"
"guoliveira","27/02/2020 06:53:31","False"
"gussantos","26/02/2020 08:18:02","False"
"gustavo.gouveia","17/02/2020 15:00:54","False"
"gustavo.lins","03/02/2020 08:45:27","False"
"gvenceslau","05/02/2020 09:45:16","False"
"gvolpiano","20/02/2020 17:51:09","False"
"gvsantos","22/02/2020 10:17:52","False"
"gximenes","17/03/2020 06:39:52","False"
"GZanette","24/12/2019 07:31:00","False"
"habarros","17/02/2020 07:25:14","False"
"handrade","02/12/2019 09:07:24","False"
"hbarros","08/07/2019 08:17:33","False"
"hbrito","02/03/2020 08:41:22","False"
"hcarreiro","23/10/2019 10:07:36","False"
"hcarvalho","12/03/2020 11:12:48","False"
"hcoliveira","20/03/2020 16:59:51","False"
"hcosta","19/03/2020 07:20:00","False"
"heberton.batista",,"False"
"helpdesk","19/09/2008 17:48:32","True"
"hematuro","08/01/2019 07:02:21","False"
"henrique.silva",,"False"
"heraclito.neto","13/03/2020 13:34:20","False"
"herocha","28/02/2020 09:18:44","False"
"hfigueredo","17/02/2020 14:53:56","False"
"hgadonski","03/03/2020 10:52:35","False"
"hgalvao","14/01/2019 15:38:55","False"
"hglopes",,"False"
"hkoning","07/01/2020 16:36:35","False"
"hksouza","02/04/2018 08:11:41","False"
"hlopes","02/04/2019 12:34:21","False"
"hmaia","02/03/2020 07:54:53","False"
"hmoraes",,"False"
"hmorais","02/03/2020 08:19:11","False"
"hmoreira","01/11/2018 10:39:58","False"
"hoiko","12/03/2020 09:35:23","False"
"holiveira","05/03/2020 07:51:43","False"
"homolg_triangulus","08/08/2014 13:18:49","True"
"homologacaosupcan","15/03/2011 15:27:51","True"
"homologacaosupcanSAP","06/03/2015 15:36:07","True"
"hpastorino","22/02/2019 14:13:12","False"
"hpereira","04/03/2020 10:52:34","False"
"HP-OVE-User",,"True"
"hraphael",,"False"
"hrocha","20/03/2020 12:33:25","False"
"hrodrigues","28/11/2019 08:36:41","False"
"hroliveira","17/04/2017 10:37:16","False"
"hsa","30/04/2019 15:18:44","False"
"hsantos","21/02/2020 12:21:01","False"
"hsloboda","10/02/2020 09:01:31","False"
"hsouza","27/08/2019 13:46:54","False"
"hssantos","30/01/2020 06:08:52","False"
"HTTPConnector",,"True"
"hugo.aragao","06/03/2020 10:25:01","False"
"hvasconcelos",,"False"
"hvieira","02/03/2020 08:15:43","False"
"hypplan","24/05/2005 17:57:42","True"
"hypplan1","22/06/2005 14:49:04","True"
"hypplan2","22/06/2005 14:50:53","True"
"hypplan3","22/06/2005 14:52:31","True"
"hypplan4","05/06/2006 11:29:06","True"
"hypplan5","16/06/2005 15:16:45","True"
"iago.tavares","19/02/2020 13:50:01","False"
"ialves","20/03/2020 13:30:18","False"
"iamoura","17/12/2018 09:49:59","False"
"iaugusto","17/02/2020 10:40:06","False"
"ibarreto","10/03/2020 07:46:21","False"
"ibatista","05/02/2018 09:20:05","False"
"ibendo","16/03/2020 08:26:45","False"
"ibitemcourt","24/05/2019 09:04:02","False"
"iblanco","06/03/2020 09:12:02","False"
"icampos","01/02/2018 10:28:30","False"
"icaro.soares",,"False"
"iconceicao","21/02/2020 04:23:45","False"
"icorrea","14/02/2020 11:53:45","False"
"idomingos",,"False"
"idomingues","23/03/2020 07:57:12","False"
"ieneas","17/02/2020 07:15:35","False"
"iferreira","09/12/2019 14:12:53","False"
"ifrantov","26/12/2019 12:31:18","False"
"igarcia","17/02/2020 15:35:54","False"
"igor.alonso","10/02/2020 08:55:57","False"
"igor.silva",,"False"
"ijsilva","10/03/2020 10:23:26","False"
"ijunior",,"False"
"ileiras","26/12/2019 08:17:07","False"
"ilima",,"False"
"iludovico","10/09/2018 10:14:38","False"
"ilvana.souza","19/03/2020 11:06:43","False"
"imartins","19/08/2019 09:09:59","False"
"imesquita",,"False"
"imotta","27/02/2020 16:45:40","False"
"IMoura","16/03/2020 09:40:09","False"
"impereira","18/03/2020 09:00:55","False"
"IMPLICO01","25/10/2019 10:54:52","True"
"IMPLICO02","11/11/2019 18:36:03","True"
"imprensa","25/06/2010 15:04:21","True"
"imribeiro","20/02/2020 08:56:07","False"
"inascimento","28/10/2016 11:45:34","False"
"incidente.fornecedor","23/07/2013 07:08:56","True"
"informativo_fin","29/06/2006 18:04:12","True"
"Informativo_Incident","19/05/2010 15:17:44","True"
"Informativo_orc","07/08/2007 10:49:01","False"
"Informativo_Proj-Pro","11/01/2018 09:04:19","True"
"Informativo_Sistemas","18/05/2010 11:16:42","True"
"Informativo-admin","23/12/2008 09:48:55","False"
"infra","10/11/2009 11:06:49","True"
"inovacoes","24/05/2019 08:16:56","True"
"inovaTI","28/02/2020 14:12:08","True"
"inpsantos","20/02/2020 12:14:53","False"
"insantos","04/03/2020 08:13:17","False"
"instalacoesmg1","24/07/2012 15:38:43","True"
"instalacoesmg2","24/07/2012 15:39:35","True"
"instalacoesrj1","24/07/2012 15:43:14","True"
"instalacoesrj2","24/07/2012 15:43:52","True"
"intranet","30/08/2018 11:41:33","True"
"ioliveira","09/03/2020 08:14:06","False"
"iopereira","13/08/2019 08:19:28","False"
"IPereira","05/07/2018 10:32:12","False"
"iramundo","09/08/2019 10:08:44","False"
"ircampos","12/03/2020 11:23:16","False"
"ircsilva","23/03/2020 10:11:58","False"
"iribeiro","03/08/2015 11:13:37","False"
"irodrigues","26/07/2018 09:34:08","False"
"irribeiro","08/10/2019 12:15:32","False"
"isabela.pereira","04/03/2020 15:00:32","False"
"isabella.carlo","26/02/2020 13:24:22","False"
"isabella.santis","20/03/2020 12:34:01","False"
"isabella.souza","12/03/2020 10:47:13","False"
"isamaral","20/02/2020 09:53:09","False"
"isantana","04/03/2020 08:32:07","False"
"isilva","23/03/2020 14:42:13","False"
"ismael.brasil",,"False"
"isribeiro","24/07/2019 12:56:10","False"
"isrsantos","13/02/2020 07:21:20","False"
"issouza","12/03/2020 08:44:04","False"
"IUSR_BRCCNDC2CC","11/02/2009 10:01:45","True"
"IUSR_BRDTCDC01CCIM",,"True"
"IUSR_BRDTCDC1CCEX","17/09/2006 10:33:45","True"
"IUSR_BRDTCDC1CCIM",,"True"
"IUSR_BRDTCDC2CCIM","27/02/2008 11:04:52","True"
"IUSR_BRDTCDC4CCEX","07/03/2007 16:23:18","True"
"IUSR_BRDTCDC5CCEX",,"True"
"IUSR_BRMCTDC01CC","10/02/2009 20:47:38","True"
"IUSR_BRMCTDC1CC","17/10/2008 11:46:11","True"
"IUSR_BRMCTMS3FS","25/09/2006 06:49:53","True"
"IUSR_BRMTZDC02CC",,"True"
"IUSR_BRMTZDC1CC",,"True"
"IUSR_BRMTZDC1CCIM","15/12/2006 13:42:41","True"
"IUSR_BRMTZDC2CCEX","16/08/2006 17:53:01","True"
"IUSR_BRMTZDC3CCEX","24/03/2006 14:04:06","True"
"IUSR_BRMTZDC4CCEXT","19/05/2005 15:38:37","True"
"IUSR_BRMTZDC4CCEXT2","17/06/2005 11:38:27","True"
"IUSR_BRMUBMS2FS","05/07/2006 15:28:08","True"
"IUSR_BRPARDC2CC","11/02/2009 09:43:13","True"
"IUSR_BRRCXDC01CC","21/01/2011 14:53:17","True"
"IUSR_BRSPLDC01CC","21/01/2011 16:56:13","True"
"IUSR_BRSPLDC1CC","11/02/2009 09:28:00","True"
"IUSR_BRUSNDC02CC","15/08/2009 21:23:44","True"
"IUSR_SGB-DC19",,"True"
"IUSR_SHVB1902",,"True"
"IUSR_SHVB1909","20/06/2006 17:23:59","True"
"IUSR_SHVB-REV","30/01/2007 15:13:07","True"
"ivaldo.junior","04/02/2020 10:59:45","False"
"ivieira","12/03/2020 09:30:28","False"
"ivo.sobrinho","16/10/2019 14:38:22","False"
"ivsilva","09/03/2020 13:11:09","False"
"IWAM_BRDTCDC01CCIM",,"True"
"IWAM_BRDTCDC1CCEX","17/09/2006 10:33:45","True"
"IWAM_BRDTCDC1CCIM",,"True"
"IWAM_BRDTCDC2CCIM","27/02/2008 11:04:52","True"
"IWAM_BRDTCDC4CCEX","07/03/2007 16:23:18","True"
"IWAM_BRDTCDC5CCEX",,"True"
"IWAM_BRMCTDC1CC","17/10/2008 11:46:11","True"
"IWAM_BRMCTMS3FS","25/09/2006 06:49:42","True"
"IWAM_BRMTZDC02CC",,"True"
"IWAM_BRMTZDC1CC",,"True"
"IWAM_BRMTZDC1CCIM",,"True"
"IWAM_BRMTZDC2CCEX",,"True"
"IWAM_BRMTZDC3CCEX","13/05/2005 19:47:35","True"
"IWAM_BRMTZDC4CCEXT","19/05/2005 15:38:38","True"
"IWAM_BRMTZDC4CCEXT2","17/06/2005 11:37:25","True"
"IWAM_BRMUBMS2FS",,"True"
"IWAM_BRRCXDC01CC",,"True"
"IWAM_BRSPLDC01CC",,"True"
"IWAM_BRUSNDC02CC","15/08/2009 21:23:44","True"
"IWAM_SGB-DC19",,"True"
"IWAM_SHVB1902",,"True"
"IWAM_SHVB1909","20/06/2006 17:23:57","True"
"IWAM_SHVB-REV","30/01/2007 15:13:04","True"
"izabel.miller","23/03/2020 08:19:09","False"
"izaque.santos","20/02/2020 09:19:22","False"
"j.junior","10/03/2020 10:44:20","False"
"jaalmeida","27/02/2020 08:55:57","False"
"jaalves","13/02/2020 10:28:31","False"
"jaasouza","08/08/2019 09:14:36","False"
"jabes.silva","29/11/2019 17:30:44","False"
"jabrito",,"False"
"jacbarbosa","04/06/2018 09:52:17","False"
"jackson.emiliano",,"False"
"jacruz","09/03/2020 10:50:50","False"
"jacson.santos","06/02/2020 13:17:26","False"
"jaeffegem","20/02/2019 08:12:05","False"
"jafarias","12/03/2020 09:36:36","False"
"jafsilva",,"False"
"jagferreira","20/03/2020 07:33:56","False"
"jaime.tavares",,"False"
"jaissantos","26/02/2020 07:09:29","False"
"jalexandre",,"False"
"jalexandria",,"False"
"jalonge","27/02/2020 11:49:21","False"
"jamachado",,"False"
"jamartins","12/09/2019 17:10:04","False"
"jambrosio",,"False"
"jamessias","28/01/2019 06:34:09","False"
"jamlima","17/01/2019 07:05:06","False"
"jamorim","11/11/2019 09:02:59","False"
"jamsouza",,"False"
"jan.neves","13/03/2020 12:31:48","False"
"janaina.santos","19/12/2019 09:08:10","False"
"JAndrade","23/01/2020 08:55:43","False"
"janfsantos","06/02/2020 15:04:50","False"
"janrodrigues","20/02/2020 09:20:13","False"
"jansilva","16/03/2020 08:27:53","False"
"jaoliveira",,"False"
"japereira","24/05/2019 14:56:03","False"
"japolinario","28/01/2020 07:51:41","False"
"jaquino","17/02/2020 08:57:34","False"
"jaramos","19/05/2010 13:19:00","False"
"jaraujo",,"False"
"jarocha",,"False"
"jasilva","22/04/2019 08:09:42","False"
"javila","06/03/2020 08:48:02","False"
"jazeredo","11/02/2020 18:35:12","False"
"jbamberg","27/01/2020 08:20:54","False"
"jbarbosa",,"False"
"jbcardoso","20/02/2020 11:23:44","False"
"jbelfort","28/02/2020 08:02:19","False"
"jboliveira","05/01/2017 06:54:18","False"
"jborges",,"False"
"jbraga","26/02/2020 07:28:59","False"
"jbrandao","17/12/2018 15:31:42","False"
"JBSilva","13/12/2013 08:24:54","False"
"jcacarvalho",,"False"
"jcalaido","18/03/2019 08:53:51","False"
"jcamara","09/02/2018 06:47:44","False"
"jcardoso","10/02/2020 07:49:18","False"
"jcarlos","28/12/2017 13:28:38","False"
"jcarneiro","10/04/2019 05:33:33","False"
"jcarvalho","09/12/2019 09:06:17","False"
"jccastro","20/02/2020 08:34:38","False"
"jccouto","09/03/2020 07:36:53","False"
"jcdsouza","16/03/2020 10:04:28","False"
"jchaves","10/02/2020 14:48:38","False"
"jcnascimento","01/03/2020 07:31:49","False"
"jcoliveira",,"False"
"jcorreia","02/03/2020 07:44:18","False"
"jcosta","03/04/2018 09:07:28","False"
"jcsilva","26/02/2020 11:00:23","False"
"jcurcino","10/02/2020 08:15:02","False"
"jcvmadeira","10/02/2020 09:17:26","False"
"jczarnik","17/02/2020 08:04:07","False"
"jdantas","15/01/2019 06:12:27","False"
"jdavanso","19/03/2020 14:14:44","False"
"jdias","09/03/2020 13:45:28","False"
"jdsilva","14/02/2019 11:50:05","False"
"jealves","10/02/2020 08:58:52","False"
"jean.alves",,"False"
"jean.grellmann","02/12/2019 09:48:35","False"
"jecsilva","05/03/2020 14:00:43","False"
"jeferson.ardigor",,"False"
"jefferson.pereira",,"False"
"jefferson.silva",,"False"
"jegsantos","30/07/2012 10:55:31","False"
"jemediato","06/03/2020 15:59:13","False"
"jeoliveira","19/02/2020 15:44:43","False"
"JEpereira","23/03/2020 07:21:11","False"
"JEQUIE_20ANDAR","05/03/2018 09:50:40","True"
"jeribeiro",,"False"
"jesoliveira",,"False"
"jessica.almeida","19/03/2020 10:50:08","False"
"jessica.dutra","03/03/2020 14:26:10","False"
"jessica.tavares","19/03/2020 13:18:12","False"
"jesteves","29/03/2018 13:48:58","False"
"jeu.gregorio",,"False"
"jevangelho","03/10/2019 10:21:23","False"
"jevsilva","09/07/2018 08:52:31","False"
"jfaria","06/03/2020 14:53:09","False"
"jfcosta","12/03/2020 10:33:44","False"
"jfernandes","02/05/2017 14:41:00","False"
"JFerreira","19/03/2020 09:34:33","False"
"JFerreira1",,"False"
"jfgoliveira","20/08/2019 07:12:01","False"
"jfhsilva","13/02/2020 08:55:32","False"
"Jfigueiredo","13/03/2020 14:58:44","False"
"jfilho","02/03/2020 05:58:12","False"
"jfmartins","19/03/2018 08:59:52","False"
"jfranco","16/03/2020 06:22:18","False"
"jfreitas","06/02/2018 10:57:43","False"
"jfrocha","02/03/2020 19:14:17","False"
"JFSimoes","13/03/2020 08:37:14","False"
"jgaraujo","16/03/2020 07:37:14","False"
"jgarcia","03/03/2020 12:02:43","False"
"jgaviao","02/03/2020 08:17:20","False"
"jgcosta","17/03/2020 10:08:09","False"
"jgloria","13/11/2018 07:31:58","False"
"jgoes","28/02/2019 16:46:21","False"
"jgoldhar","17/02/2020 07:15:31","False"
"jgoncalves",,"False"
"jgreis",,"False"
"jgrosso","24/02/2020 06:40:38","False"
"jgsilva",,"False"
"jhaber","29/02/2020 07:23:57","False"
"jiabreu","02/03/2020 09:00:02","False"
"jielo","19/09/2019 11:02:19","False"
"jisidoro","22/01/2018 08:53:00","False"
"jisilva","10/02/2020 12:14:16","False"
"jjborges","20/07/2019 08:02:15","False"
"jjfernandes","12/03/2020 09:46:10","False"
"jjgsilva",,"False"
"jjmoraes","29/05/2019 08:28:55","False"
"jjnsilva","10/02/2020 07:45:03","False"
"jjsilva","14/06/2019 16:48:25","False"
"jkades",,"False"
"jlazari","17/02/2020 06:21:13","False"
"jlborges","16/03/2020 13:06:54","False"
"jlcarvalho",,"False"
"jlcruz","12/03/2020 09:48:02","False"
"jldias","20/03/2020 09:15:40","False"
"jlferreira","21/02/2020 14:00:04","False"
"jlima","27/02/2020 08:03:15","False"
"jlmachado","21/08/2018 08:03:37","False"
"jlmartins","30/04/2019 15:01:37","False"
"jlopes","22/08/2019 08:55:22","False"
"jlouzada","11/03/2016 09:47:06","False"
"jlrebelo","27/03/2013 11:41:44","False"
"jlrodrigues","17/03/2020 06:37:03","False"
"jlsilva",,"False"
"jlsouza","11/03/2020 05:23:49","False"
"jlucas",,"False"
"jlutke","02/03/2020 09:21:48","False"
"jluvizotto","18/03/2020 09:27:51","False"
"jlximenes","13/02/2020 08:27:55","False"
"jmacelino","10/03/2020 08:52:11","False"
"jmachado","13/03/2020 06:56:13","False"
"jmaciel","18/03/2020 14:22:36","False"
"jmagalhaes","03/10/2019 14:38:01","False"
"jmandaro","12/03/2020 11:01:14","False"
"jmanhaes","22/04/2016 07:56:36","False"
"jmarcelino","16/03/2020 21:23:27","False"
"jmarques","06/03/2020 14:27:13","False"
"jmartins","16/03/2020 06:55:05","False"
"JMedeiros","12/03/2020 08:28:15","False"
"jmelo","16/03/2020 07:02:14","False"
"jmendonca",,"False"
"JMoliveira","19/03/2020 10:56:47","False"
"jmoliveira1",,"False"
"JMonteiro","31/01/2019 05:56:56","False"
"JMoreira","05/03/2020 14:28:56","False"
"jmsantos","05/02/2018 09:12:10","False"
"jmsilva","21/02/2020 09:02:10","False"
"jnascimento","05/03/2020 11:04:05","False"
"jneto",,"False"
"jnogueira","28/08/2017 08:32:57","False"
"joandrade","28/05/2018 08:20:57","False"
"joanna.barreiros","16/03/2020 10:50:29","False"
"joao.burioli",,"False"
"joao.velasco",,"False"
"joaofsilva","03/03/2020 06:05:15","False"
"jobasilva",,"False"
"jobsilva","25/03/2019 10:00:50","False"
"jocnascimento","04/02/2020 07:06:08","False"
"jocsilva","19/03/2020 10:21:34","False"
"joelma.bento","28/02/2020 07:15:27","False"
"jofreitas",,"False"
"jofsilva",,"False"
"jogsilva","16/11/2019 13:33:41","False"
"john.silva",,"False"
"JoiSouza","09/03/2020 10:58:20","False"
"jojesus","08/04/2019 08:29:34","False"
"jojsilva","29/09/2019 13:20:34","False"
"jojunior","16/03/2020 07:51:03","False"
"JOliveira","21/02/2020 08:58:30","False"
"jomoliveira","20/02/2020 06:43:37","False"
"jonascimento","27/02/2020 09:02:37","False"
"jonathan.soares",,"False"
"jonnes.silva","12/03/2020 09:58:04","False"
"jonsilva",,"False"
"JOOliveira","28/02/2020 07:35:15","False"
"jooliveira1",,"False"
"jopinto",,"False"
"jorge.conceicao",,"False"
"jorge.molgora","28/02/2020 15:39:52","False"
"JorSilva","10/03/2020 16:57:12","False"
"jorsouza",,"False"
"josccsilva","19/05/2010 13:19:01","False"
"jose.a.junior",,"False"
"jose.a.pereira",,"False"
"jose.aguiar",,"False"
"jose.alves",,"False"
"jose.f.pereira","10/02/2020 05:34:34","False"
"jose.j.santos","02/03/2020 07:44:20","False"
"jose.junior",,"False"
"jose.lima1",,"False"
"jose.ronaldo",,"False"
"josilva","19/02/2020 08:00:22","False"
"josimar.souza",,"False"
"josimoes",,"False"
"josrosa",,"False"
"josssilva","09/10/2013 10:42:30","False"
"josy.ferreira",,"False"
"jovsilva","10/02/2020 07:16:13","False"
"jozsilva","10/10/2017 14:01:43","False"
"jpacheco",,"False"
"jpasilva","20/03/2020 06:59:16","False"
"jpedreira","17/03/2020 12:49:19","False"
"jpedrosa","22/10/2019 09:08:24","False"
"jpena","20/02/2020 14:48:46","False"
"jpereira","28/05/2018 14:11:39","False"
"jperico","20/03/2020 11:18:49","False"
"jpinto","04/01/2019 06:56:40","False"
"jpoliveira","09/03/2020 07:31:43","False"
"jpossidonio","12/03/2020 18:44:40","False"
"jppontes","10/02/2020 08:58:06","False"
"jpreis","10/04/2018 14:03:13","False"
"jpsilva","16/03/2020 08:15:38","False"
"jpsouza","17/02/2020 08:18:26","False"
"jqandrade","22/11/2019 08:52:58","False"
"jquerne","01/11/2018 11:02:45","False"
"jrabelo","19/09/2019 13:18:51","False"
"jramm","11/03/2020 12:34:10","False"
"JRamos","12/02/2020 10:07:28","False"
"jrcarvalho","02/03/2020 09:27:59","False"
"jrcosta",,"False"
"jreis","12/09/2017 09:46:31","False"
"jribeiro","20/03/2020 11:21:56","False"
"JRocha","17/02/2020 09:26:11","False"
"jrogedo",,"False"
"jroliveira","22/02/2020 08:12:41","False"
"jroverao",,"False"
"jrsilva","19/03/2020 17:08:39","False"
"JSamuel","08/08/2019 13:42:09","False"
"jsantos","18/03/2020 10:38:35","False"
"jsaraiva","09/10/2018 14:33:52","False"
"jscardoso",,"False"
"jschimit","17/03/2020 08:07:42","False"
"jscott","21/12/2017 08:41:14","False"
"jsdantas","06/03/2020 14:43:17","False"
"jsdias","21/10/2019 07:49:58","False"
"jsferreira","10/09/2018 09:13:59","False"
"jsfranca","02/08/2018 08:06:58","False"
"jsgsilva","10/02/2020 07:51:35","False"
"JSilva","16/05/2019 07:17:46","False"
"jsilveira","08/01/2018 10:32:08","False"
"JSimoes","11/03/2020 06:01:41","False"
